id,company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,active_status
339,Tulsequah Mines,Cominco,N/A,N/A,N/A,N/A,N/A,N/A,British Columbia,58.735833,-133.60111,1939,1957,N/A,N/A,N/A,N/A,Zinc,Copper,Lead,Silver,Gold,Cadmium,N/A,N/A,False
340,Broughton Soapstone and Quarry,BSQ Talc,Luzcan,Luzenac,N/A,N/A,N/A,St-Pierre-de-Broughton,Quebec,46.26,-71.21889,1940,2001,N/A,N/A,N/A,N/A,Soapstones,Talc,N/A,N/A,N/A,N/A,N/A,N/A,False
341,Pembina Mountain Clays,N/A,N/A,N/A,N/A,N/A,N/A,Morden,Manitoba,49.21666667,-98.26666667,1940,1990,N/A,N/A,N/A,N/A,Bentonite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
342,Ascot Metals,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,45.34757,-71.905729,1942,1956,N/A,N/A,N/A,N/A,Copper,Silver,Zinc,Lead,N/A,N/A,N/A,N/A,False
343,Manitou Barvue Mines Ltds,Golden Manitou Mines,Louvem Mining,N/A,N/A,N/A,Manitou-Barvue,Val dOr,Quebec,48.087043,-77.609176,1942,1979,1992,1994,N/A,N/A,Copper,Zinc,Silver,Gold,Lead,Arsenic,N/A,N/A,False
344,New Calumet Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,45.700357,-76.67726,1943,1968,N/A,N/A,N/A,N/A,Zinc,Lead,Silver,Gold,Copper,N/A,N/A,N/A,False
345,United Keno Hill Mines,N/A,N/A,N/A,N/A,N/A,Elsa,N/A,Yukon,63.91667,-135.41667,1947,1989,1996,2013,1996,2013,Silver,Lead,Zinc,Gold,N/A,N/A,N/A,N/A,False
346,United Montauban Mines,N/A,N/A,N/A,N/A,N/A,Mountabaun,Montauban,Quebec,46.82744292,-72.34215503,1948,1955,1983,1990,N/A,N/A,Lead,Zinc,Gold,Silver,N/A,N/A,N/A,N/A,False
347,Kluane Dredging,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yukon,61.3203636,-138.7313569,1948,1954,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
348,Anvil Mining,Cyprus Anvil Mining,Yukon Coal,N/A,N/A,N/A,Tantalus Coal,Carmacks,Yukon,62.12361111,-136.2636111,1948,1967,1970,1982,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
349,East Sullivan Mines,Sullico Mines,N/A,N/A,N/A,N/A,Mine East Sullivan (Sullico),N/A,Quebec,48.071491,-77.711431,1949,1967,N/A,N/A,N/A,N/A,Copper,Zinc,Silver,Gold,Arsenic,Cadmium,Iron,N/A,False
350,Sifto Salt,Domtar Chemicals,Compass Minerals,Prairie Salt,N/A,N/A,Sifto Salt Division,Unity,Saskatchewan,52.41947,-109.103274,1949,2022,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
351,Domtar Construction Materials,Gypsum Lime and Alabastine Canada,N/A,N/A,N/A,N/A,Gypsum Division,Windsor,Nova Scotia,44.99036188,-64.13207446,1950,1966,N/A,N/A,N/A,N/A,Gypsum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
352,Agnico Mines,Agnico Eagle Mines,Cobalt Consolidated Mining,N/A,N/A,N/A,N/A,Cobalt,Ontario,47.36214,-79.64146,1950,1988,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
353,French Mines,N/A,N/A,N/A,N/A,N/A,French,Hedley,British Columbia,49.322167,-120.021,1950,1964,N/A,N/A,N/A,N/A,Copper,Silver,Gold,Zinc,Cadmium,Antimony,N/A,N/A,False
354,Deak Resources,N/A,N/A,N/A,N/A,N/A,West Macdonald,Rouyn-Noranda,Quebec,45.70389,-71.37278,1951,1959,1991,1993,N/A,N/A,Zinc,Gold,Silver,N/A,N/A,N/A,N/A,N/A,False
355,DOr Val Mines,N/A,N/A,N/A,N/A,N/A,Bevcon,Val d'Or,Quebec,48.098176,-77.422127,1951,1965,N/A,N/A,N/A,N/A,Gold,Copper,Tungsten,Bismuth,Zinc,Silver,N/A,N/A,False
356,Barvue Mines,Abcourt Mines,N/A,N/A,N/A,N/A,N/A,Desmaraisville,Quebec,48.52417,-77.68306,1952,1957,1983,1990,N/A,N/A,Copper,Zinc,Silver,Gold,Lead,Arsenic,N/A,N/A,False
357,Bicroft Uranium Mines,Macassa Gold Mines,N/A,N/A,N/A,N/A,Bicroft,N/A,Ontario,45.03306,-78.02977,1953,1963,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
358,Lowphos Ore,National Steel of Canada,N/A,N/A,N/A,N/A,Moose Mountain,Capreol,Ontario,46.84889,-81.03694,1954,1979,N/A,N/A,N/A,N/A,Iron ore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
359,Molybdenite of Canada,N/A,N/A,N/A,N/A,N/A,N/A,Vassan,Quebec,48.288263,-77.993779,1954,1971,N/A,N/A,N/A,N/A,Molybdenum,Beryllium,Copper,Bismuth,N/A,N/A,N/A,N/A,False
360,Opemiska Copper Mines,Minnova,N/A,N/A,N/A,N/A,Opemiskas (Opemiska Copper Complex),Chibougamau,Quebec,49.78833,-74.86111,1954,1991,N/A,N/A,N/A,N/A,Copper,Gold,N/A,N/A,N/A,N/A,N/A,N/A,False
361,Iron Ore of Canada,N/A,N/A,N/A,N/A,N/A,N/A,Schefferville,Quebec,54.8011794,-66.81806392,1954,1982,N/A,N/A,N/A,N/A,Iron ore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
362,Newcastle Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,New Brunswick,46.0438,-66.0259,1955,1961,1966,1967,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
363,Continental Titanium,N/A,N/A,N/A,N/A,N/A,N/A,St-Urbain,Quebec,47.53972,-70.565,1955,1966,N/A,N/A,N/A,N/A,Ilmenite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
364,Rio Algom Mines,Pronto Uranium Mines,N/A,N/A,N/A,N/A,Pronto,"Spragge, Elliot Lake",Ontario,46.21,-82.71,1956,1960,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
365,Cominco,Consolidated Mining and Smelting of Canada The,N/A,N/A,N/A,N/A,Wedge,Bathurst,New Brunswick,47.39,-66.13,1956,2008,N/A,N/A,N/A,N/A,Copper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
366,Cambior,N/A,N/A,N/A,N/A,N/A,Mine Pierre Beauchemin (Eldrich-Flavel),Rouyn-Noranda,Quebec,48.319009,-79.202543,1956,1962,1988,1993,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
367,Quebec Lithium,N/A,N/A,N/A,N/A,N/A,Lacorne,N/A,Quebec,48.41083,-77.80917,1956,1965,N/A,N/A,N/A,N/A,Lithium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
368,Aurizon Mines,Cambior,N/A,N/A,N/A,N/A,Sleeping Giant,Amos,Quebec,49.1375,-77.9791,1956,1959,1974,1975,1988,2022,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,True
369,Campbell Resources,N/A,N/A,N/A,N/A,N/A,Joe Mann,Chibougamau,Quebec,49.487819,-74.436758,1956,1959,1974,1975,1985,2007,Gold,Copper,Silver,Copper,Lead,Arsenic,Zinc,N/A,False
370,Can Met Explorations Ltds,Denison Mines,Rio Algom Mines,N/A,N/A,N/A,Can-Met and Stanrock,Elliot Lake,Ontario,46.477631,-82.545847,1957,1960,N/A,N/A,N/A,N/A,Uranium,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
371,Noranda Mines,N/A,N/A,N/A,N/A,N/A,Don Rouyn and Beaudry Pit,Royun,Quebec,48.250594,-79.067261,1957,1981,N/A,N/A,N/A,N/A,Copper,Silica,Molybdenum,Gold,Silver,N/A,N/A,N/A,False
372,Orchan Mines,N/A,N/A,N/A,N/A,N/A,Orchan (pre) and Norita (post-1976),Matagami,Quebec,49.706617,-77.706362,1957,1982,N/A,N/A,N/A,N/A,Zinc,Copper,Silver,Lead,Gold,N/A,N/A,N/A,False
373,Westminer Canada,Resources Copper Rand Mine,Ressources MSV,N/A,N/A,N/A,Cedar Bay,Chibougamau,Quebec,49.893133,-74.308672,1957,1990,N/A,N/A,N/A,N/A,Copper,Gold,Silver,Zinc,Arsenic,Cobalt,N/A,N/A,False
374,Merrill Island Mining,N/A,N/A,N/A,N/A,N/A,Canadian Merrill or Merrill Island,Chibougamau,Quebec,49.87032,-74.329524,1958,1967,2007,2008,N/A,N/A,Copper,Silver,Gold,Molybdenum,Zinc,N/A,N/A,N/A,False
375,Victoria Graphite,Joseph Dixon Crucible Company,N/A,N/A,N/A,N/A,N/A,Portland,Ontario,44.44162,-76.64317,1959,2013,N/A,N/A,N/A,N/A,Graphite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
376,Giant Nickel Mines,Giant Mascot Mines,N/A,N/A,N/A,N/A,N/A,Hope,British Columbia,49.48361,-121.48472,1959,1971,N/A,N/A,N/A,N/A,Nickel,Copper,Chromium,Cobalt,N/A,N/A,N/A,N/A,False
377,Dresser Industries,Magnet Cove Barium,Magcobar Mining Company,N/A,N/A,N/A,N/A,Rosalind,Alberta,52.78737639,-112.4402551,1959,1990,N/A,N/A,N/A,N/A,Bentonite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
378,Dickenson Mines,Havelock Lime,Graymont,Canada Cement Lafarge,Lafarge Canada,N/A,Havelock Lime Works,Havelock,New Brunswick,45.99444444,-65.31555556,1960,1986,N/A,N/A,N/A,N/A,Lime,Dolomite,Gypsum,N/A,N/A,N/A,N/A,N/A,False
379,Sapawe Gold Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ontario,48.77102684,-91.33058572,1960,1966,N/A,N/A,N/A,N/A,Gold,Silver,N/A,N/A,N/A,N/A,N/A,N/A,False
380,Manalta Coal,Luscar,Great West Coal,Battle River Coal,N/A,N/A,Costello (klimax),Estevan,Saskatchewan,49.069018,-102.7744745,1960,2022,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
381,St Lawrence Columbium and Metals,N/A,N/A,N/A,N/A,N/A,N/A,Oka,Quebec,45.501019,-74.030238,1961,1976,N/A,N/A,N/A,N/A,Niobium,Rare Earth Elements (REE),Magnesium,N/A,N/A,N/A,N/A,N/A,False
382,Julna Mining,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,46.73928825,-76.07204232,1961,1967,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
383,Wilmar Mines,N/A,N/A,N/A,N/A,N/A,N/A,Cochenour,Ontario,51.063322,-93.801492,1961,1971,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
384,Solbec Mines,N/A,N/A,N/A,N/A,N/A,Solbec,Stratford,Quebec,45.804761,-71.287473,1962,1971,N/A,N/A,N/A,N/A,Zinc,Copper,Silver,Gold,Lead,Caesium,N/A,N/A,False
385,Preissac Molybdenite Mines,N/A,N/A,N/A,N/A,N/A,N/A,Cadillac,Quebec,48.34652,-78.399005,1962,1971,N/A,N/A,N/A,N/A,Molybdenum,Bismuth,Copper,N/A,N/A,N/A,N/A,N/A,False
386,Marbridge Mines,N/A,N/A,N/A,N/A,N/A,N/A,Val d'Or,Quebec,48.346582,-78.191335,1962,1968,N/A,N/A,N/A,N/A,Nickel,Copper,N/A,N/A,N/A,N/A,N/A,N/A,False
387,Coniagas Mines,N/A,N/A,N/A,N/A,N/A,Coniagas (Conegas),Chibougamau,Quebec,49.494436,-76.168211,1962,1967,N/A,N/A,N/A,N/A,Zinc,Silver,Lead,N/A,N/A,N/A,N/A,N/A,False
388,Brunswick Mining and Smelting,Glencore Canada,N/A,N/A,N/A,N/A,Brunswick No.12,Bathurst,New Brunswick,47.47,-65.89,1964,2013,N/A,N/A,N/A,N/A,Zinc,Lead,Copper,Silver,Gold,Iron,Arsenic,N/A,False
389,Annco Mines,Cochenour Willans Gold Mines,N/A,N/A,N/A,N/A,N/A,Cochenour,Ontario,51.06971,-93.81273,1965,1971,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
390,Louvem Mining,Chimo Gold Mines,Cambio,N/A,N/A,N/A,Chimo,Louvicourt,Quebec,48.011536,-77.252816,1966,1967,1989,1996,N/A,N/A,Gold,Arsenic,N/A,N/A,N/A,N/A,N/A,N/A,False
391,Joutel Copper Mines,N/A,N/A,N/A,N/A,N/A,N/A,Joutel,Quebec,49.452972,-78.353331,1967,1975,N/A,N/A,N/A,N/A,Copper,Zinc,Silver,Iron,N/A,N/A,N/A,N/A,False
392,Grandroy Mines,N/A,N/A,N/A,N/A,N/A,Grandroy,Chibougamau,Quebec,49.93249,-74.199214,1967,1975,N/A,N/A,N/A,N/A,Copper,Gold,Molybdenum,N/A,N/A,N/A,N/A,N/A,False
393,Francana Minerals,Hudson Bay Mining and Smelting,Agassiz Resources,N/A,N/A,N/A,Snakehole Lake,Cabri,Saskatchewan,50.509155,-108.4766612,1967,1991,N/A,N/A,N/A,N/A,Sodium Sulphate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
394,Newland Enterprises,Erco Industries,RK Bishop,Dunville Mining,N/A,N/A,Villa Marie,Placentia,Newfoundland and Labrador,47.29940556,-53.85734782,1968,1988,N/A,N/A,N/A,N/A,Pyrophyllite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
395,Anvil Mining,Cyprus Anvil Mining,Curragh Resources,N/A,N/A,N/A,Grum or Faro,Faro,Yukon,62.35722222,-133.3730556,1969,1982,1986,1998,N/A,N/A,Silver,Gold,Lead,Zinc,N/A,N/A,N/A,N/A,False
396,Muscocho Explorations,Argonaut,N/A,N/A,N/A,N/A,Magino,Wawa,Ontario,48.28402,-84.45101,1972,1992,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
397,Similkameen Mining,Newmont Mines,N/A,N/A,N/A,N/A,Similkameen Division,Princeton,British Columbia,49.34028,-120.55528,1972,2022,N/A,N/A,N/A,N/A,Copper,Molybdenum,Gold,Silver,N/A,N/A,N/A,N/A,True
398,Societe Miniere DExploration Somex,N/A,N/A,N/A,N/A,N/A,Somex (Lac Edouard),La Tuque,Quebec,47.43884808,-72.78426359,1973,1974,N/A,N/A,N/A,N/A,Nickel,Copper,N/A,N/A,N/A,N/A,N/A,N/A,False
399,Silice LM,Baskatong Quartz,Hogan Holdings,N/A,N/A,N/A,N/A,Lac Bouchette,Quebec,48.299659,-72.143569,1975,2014,N/A,N/A,N/A,N/A,Quartz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
400,Lemoine Mines,N/A,N/A,N/A,N/A,N/A,N/A,Lemoine,Quebec,49.761783,-74.106777,1975,1983,N/A,N/A,N/A,N/A,Zinc,Copper,Silver,Gold,N/A,N/A,N/A,N/A,False
401,Western Quebec Mines,Wesdome Gold Mines,N/A,N/A,N/A,N/A,Joubi,Val d'Or,Quebec,48.084246,-77.844044,1976,2022,N/A,N/A,N/A,N/A,Gold,Silver,Copper,N/A,N/A,N/A,N/A,N/A,True
402,Quebec Cartier Mining,N/A,N/A,N/A,N/A,N/A,Mount Wright,Mount Wright,Quebec,52.74829517,-67.350998,1976,2022,N/A,N/A,N/A,N/A,Iron,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
403,Yukon Barite,Nuspar Resources,N/A,N/A,N/A,N/A,N/A,MacMillan Pass,Yukon,63.06861,-130.205,1977,1978,1984,1985,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
404,Bras dOr Mines,N/A,N/A,N/A,N/A,N/A,Mine Bras D'Or (Zone Dumont),Val d'Or,Quebec,48.125937,-77.689716,1978,1994,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
405,Noranda Mines,N/A,N/A,N/A,N/A,N/A,Chadbourne,Royun,Quebec,48.245971,-79.032883,1978,1990,N/A,N/A,N/A,N/A,Gold,Silver,Copper,Tellurium,N/A,N/A,N/A,N/A,False
406,Exploration Aiguebelle,Aiguebelle Resources,N/A,N/A,N/A,N/A,N/A,Destor,Quebec,48.43261892,-78.67278816,1983,1988,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
407,Potash Company of America,Potash Company of America,Potacan Mining Company,N/A,N/A,N/A,Cloverhill,Sussex,New Brunswick,45.3353,-65.3618,1985,2003,N/A,N/A,N/A,N/A,Potash,Salt,N/A,N/A,N/A,N/A,N/A,N/A,False
408,Lithos,N/A,N/A,N/A,N/A,N/A,Wrightbar,Val d'Or,Quebec,48.103521,-77.580791,1986,1988,1995,1997,N/A,N/A,Gold,Copper,N/A,N/A,N/A,N/A,N/A,N/A,False
409,Hope Brook Gold,Royal Oak Mines,N/A,N/A,N/A,N/A,Hope Brook,Couteau Bay,Newfoundland and Labrador,47.73778,-58.08639,1987,1997,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
410,Canada Pumice,N/A,N/A,N/A,N/A,N/A,Nazko or Klara,Quesnel,British Columbia,52.922667,-123.736667,1987,1993,N/A,N/A,N/A,N/A,Diatomite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
411,Rouyn Mining Resources,Richmont Mines,N/A,N/A,N/A,N/A,Francoeur,Royun,Quebec,48.207841,-79.292369,1988,1990,1991,1999,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
412,Minnova Winston Lake Mine,Metall Mining,N/A,N/A,N/A,N/A,Winston Lake,Pays Plat Lake,Ontario,48.97865,-87.37375,1988,1998,N/A,N/A,N/A,N/A,Copper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
413,Aurizon Mines,TVX Gold,TVX Gold and Golden Knight Resources,INCO Gold,N/A,N/A,Casa Berardi,Val d'Or,Quebec,49.57166667,-79.23194444,1988,1991,1993,2022,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
414,Cambior,N/A,N/A,N/A,N/A,N/A,"Lucien Beliveau, New Pascalis",Val d'Or,Quebec,48.141294,-77.516743,1989,1993,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
415,Eastmaque Gold Mines,N/A,N/A,N/A,N/A,N/A,N/A,Kirkland Lake,Ontario,48.157406,-80.041772,1990,1992,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
416,Silidor Mines,Battle Mountain Canada,Cambior,N/A,N/A,N/A,Silidor (Sillidor),Rouyn-Noranda,Quebec,48.253,-79.07873,1990,1997,N/A,N/A,N/A,N/A,Gold,Copper,Silver,Barium,N/A,N/A,N/A,N/A,False
417,Socit Minire Sphinx,N/A,N/A,N/A,N/A,N/A,Duvay-Obalski,Amos,Quebec,49.873365,-74.392456,1990,2022,N/A,N/A,N/A,N/A,Gold,Copper,Silver,Zinc,N/A,N/A,N/A,N/A,True
418,Xstrata Nickel Canada,N/A,N/A,N/A,N/A,N/A,Thayer-Lindsley,N/A,Ontario,46.5611,-80.9919,1991,2009,N/A,N/A,N/A,N/A,Nickel,Copper,Cobalt,Platinum,Gold,Silver,Selenium,Tellurium,False
419,Cambior,IAMGOLD,N/A,N/A,N/A,N/A,Mouska,Rouyn-Noranda,Quebec,48.27622,-78.569989,1991,2012,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
420,Timmins Nickel,Inco,N/A,N/A,N/A,N/A,Norandas,Timmins,Ontario,48.4756673,-81.32815975,1991,1993,N/A,N/A,N/A,N/A,Nickel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
421,IKO Industries,N/A,N/A,N/A,N/A,N/A,Ashcroft,Ashcroft,British Columbia,50.720277,-121.21694,1997,2022,N/A,N/A,N/A,N/A,Aggregate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
422,Inmet Mining,N/A,N/A,N/A,N/A,N/A,Troilus,Chibougamau,Quebec,51.011121,-74.466634,1997,2010,N/A,N/A,N/A,N/A,Gold,Copper,Silver,N/A,N/A,N/A,N/A,N/A,False
423,Falconbridge,Xstrata,N/A,N/A,N/A,N/A,Raglan,Ungava,Quebec,61.681668,-73.671588,1998,2022,N/A,N/A,N/A,N/A,Nickel,Cobalt,Copper,Palladium,Platinum,Gold,N/A,N/A,True
424,Craigmont Mines,Huldra Silver,N/A,N/A,N/A,N/A,Craigmont,Merritt,British Columbia,50.2075,-120.92611,1961,1982,2012,2013,N/A,N/A,Magnetite,Copper,Iron,Silver,Gold,N/A,N/A,N/A,False
425,International Nickel of Canada The,Inco,N/A,N/A,N/A,N/A,Birchtree,N/A,Manitoba,55.70222222,-97.92472222,1968,2017,N/A,N/A,N/A,N/A,Nickel,Copper,Cobalt,Gold,Silver,Platinum,N/A,N/A,False
426,Claude Resources,SSR Mining,N/A,N/A,N/A,N/A,Seabee,La Ronge,Saskatchewan,55.685276,-103.6130618,1991,2018,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
427,Canadian Keeley Mines,N/A,N/A,N/A,N/A,N/A,Keeley-Frontier,N/A,Ontario,47.19908,-79.5071,1908,1964,N/A,N/A,N/A,N/A,Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
428,Indusmin,Unimin Canada,N/A,N/A,N/A,N/A,Ontario Silica Division,Killarney,Ontario,45.97102,-81.58989,1911,1970,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
429,McIntyre Porcupine Mines,McIntyre Porcupine Mines,Pamour Porcupine Mines,N/A,N/A,N/A,Schumacher Division (Former McIntyre) and renamed 1981: Shumacher,Schumacher or Shumacher,Ontario,48.4821,-81.29626,1912,1984,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
430,Midland Coal Mining,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alberta,51.47988297,-112.7678241,1912,1959,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
431,Teck,N/A,N/A,N/A,N/A,N/A,N/A,Beaverdell,British Columbia,49.432221,-119.06111,1913,1990,N/A,N/A,N/A,N/A,Silver,Lead,Zinc,Gold,Cadmium,Copper,N/A,N/A,False
432,Canada Talc Industries,N/A,N/A,N/A,N/A,N/A,Conley,Madoc (Havelock),Ontario,44.50406,-77.45273,1914,2010,N/A,N/A,N/A,N/A,Talc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
433,Springhill Coal Mines,Cumberland Railway and Coal,N/A,N/A,N/A,N/A,N/A,Springhill,Nova Scotia,45.65338829,-64.06378435,1915,1970,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
434,Indian Cove Coal,N/A,N/A,N/A,N/A,N/A,N/A,Sydney Mines,Nova Scotia,46.242273,-60.230613,1918,1963,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
435,Buchans Mining,American Smelting and Refining Company,ASARCO Incorporated,Price ASARCO,N/A,N/A,Buchans Unit,Buchans,Newfoundland and Labrador,48.81788217,-56.87059189,1928,1984,2006,2010,2020,2022,Barite,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True
436,Electro Metallurgical,Dominion Mines and Quarries,Union Carbide Canada,N/A,N/A,N/A,N/A,Little Current,Ontario,45.98035854,-81.92723483,1930,1968,N/A,N/A,N/A,N/A,Silica,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
437,Waite Amulet Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,48.310132,-79.075479,1930,1962,N/A,N/A,N/A,N/A,Zinc,Copper,Silver,Gold,Iron,Sulfur,Tellurium,N/A,False
438,Beattie Duquesne Mines,N/A,N/A,N/A,N/A,N/A,Beattie,N/A,Quebec,48.510851,-79.235575,1933,1956,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
439,Powell Rouyn Gold Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,48.263114,-79.05047,1937,1956,N/A,N/A,N/A,N/A,Gold,Silver,Silica,N/A,N/A,N/A,N/A,N/A,False
440,Nigadoo River Mines,N/A,N/A,N/A,N/A,N/A,Nigadoo,Robertville,New Brunswick,47.73306,-65.80642,1938,1988,N/A,N/A,N/A,N/A,Lead,Zinc,Copper,Silver,N/A,N/A,N/A,N/A,False
441,Dominion Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nova Scotia,45.2202727,-63.93275043,1939,1971,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
442,Belleterre Quebec Mines,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quebec,47.414016,-78.676119,1940,1958,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
443,Sybouts Sodium Sulphate,N/A,N/A,N/A,N/A,N/A,N/A,Gladmar,Saskatchewan,49.03696,-104.4335795,1941,1980,N/A,N/A,N/A,N/A,Sodium Sulphate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
444,Dominion Steel and Coal,Acadia Coal,N/A,N/A,N/A,N/A,Acadia Coal Division,N/A,Nova Scotia,45.560911,-62.5639188,1946,1972,N/A,N/A,N/A,N/A,Coal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
445,Consolidated Candego Mines,N/A,N/A,N/A,N/A,N/A,Candego,N/A,Quebec,49.063244,-66.068973,1948,1954,N/A,N/A,N/A,N/A,Lead,Zinc,Silver,Gold,N/A,N/A,N/A,N/A,False
446,Baker Talc,International Larder Minerals,N/A,N/A,N/A,N/A,Marcoux,Highwater,Quebec,45.095201,-72.401157,1949,1952,1992,1993,N/A,N/A,Talc,Steatite,N/A,N/A,N/A,N/A,N/A,N/A,False
447,Consolidated Discovery Yellowknife Mines,Discovery Mines,N/A,N/A,N/A,N/A,Discovery,Discovery,Northwest Territories,62.26646,-137.1215,1949,1969,N/A,N/A,N/A,N/A,Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
448,Dow Chemical,N/A,N/A,N/A,N/A,N/A,N/A,Sarnia,Ontario,42.94038,-82.43676,1950,1960,N/A,N/A,N/A,N/A,Salt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
449,Inco,Inco Metals Company,N/A,N/A,N/A,N/A,Murray,Sudbury,Ontario,46.51475921,-81.06543775,1950,1971,N/A,N/A,N/A,N/A,Nickel,Cobalt,N/A,N/A,N/A,N/A,N/A,N/A,False
450,Delbridge Mines,N/A,N/A,N/A,N/A,N/A,Delbridge (Eldona),Noranda,Quebec,48.261709,-78.965241,1950,1952,1969,1971,N/A,N/A,Zinc,Gold,Silver,Copper,Lead,N/A,N/A,N/A,False
451,Canadian Johns Manville,Johns Mandeville Mining,Canadian Johns Manville,N/A,N/A,N/A,N/A,Timmins,Ontario,48.55806,-80.25318,1950,1964,N/A,N/A,N/A,N/A,Asbestos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
